Latitude;Longitude;Naam;Stad;Hoofdinstelling;Aantal locaties ;Hoofdlocatie;Aantal bedden;Opmerking bedden;Eerste poliklinische bezoeken (2018);Eerste poliklinische bezoeken (2022);Dagbehandelingen;Klinische opnames;Aantal medewerkers;Verzorgingsgebied;Sanquin uitwisseling;Partner [Ja/Nee];Contract datum;Straat;Nummer;Postcode;Type instelling;Type ziekenhuis;Aantal locaties norm.;Aantal bedden norm.;Eerste poliklinische bezoeken (2023) norm.;Dagbehandelingen norm.;Klinische opnames norm.;Aantal medewerkers norm.;Sanquin uitwisseling norm.;Som;Som norm.;Website
52,3598082;4,8038922;Huid Medisch Centrum - Osdorpplein;Amsterdam;Huid Medisch Centrum;4;-;;;;;;;;;;Nee;;Osdorpplein;358;1068 EV;Medisch centrum;;;;;;;;;;;www.huidmedischcentrum.nl
52,2962463;4,9521693;Huid Medisch Centrum - Paasheuvelweg;Amsterdam;Huid Medisch Centrum;4;-;;;;;;;;;;Nee;;Paasheuvelweg;28;1105BJ;Medisch centrum;;;;;;;;;;;www.huidmedischcentrum.nl
52,3602288;4,8957569;Huid Medisch Centrum - Reguliersgracht;Amsterdam;Huid Medisch Centrum;4;-;;;;;;;;;;Nee;;Reguliersgracht ;130;1017 LZ;Medisch centrum;;;;;;;;;;;www.huidmedischcentrum.nl
51,449232;4,0062464;Huisartsenteam Zorg op Zak;Hansweert;Zorg op Zak;4;-;;;;;;;;;;Nee;;Kerklaan;11;4417BD;Huisarts;;;;;;;;;;;https://www.huisartsenteamzorgopzak.nl/
51,4307567;3,8205202;Huisartsenteam Zorg op Zak - Ovezande;Ovezande;Zorg op Zak;4;-;;;;;;;;;;Nee;;Pastoor Fransestraat;2;4441AX;Huisarts;;;;;;;;;;;https://www.huisartsenteamzorgopzak.nl/
51,4573468;3,8979187;Huisartsenteam Zorg op Zak - 's-Gravenpolder;s-Gravenpolder;Zorg op Zak;4;-;;;;;;;;;;Nee;;Bosseweide;2;4431 AE;Huisarts;;;;;;;;;;;
51,4521094;3,7694238;Huisartsenteam Zorg op Zak - 's-Heerenhoek;s-Heerenhoek;Zorg op Zak;4;-;;;;;;;;;;Nee;;Laustraat ;1-A;4453AV;Huisarts;;;;;;;;;;;https://www.huisartsenteamzorgopzak.nl/
52,0435863;4,3329277;Hyperbaar Geneeskundig Centrum Rijswijk;Rijswijk;Hyperbaar Geneeskundig Centrum Rijswijk;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,93898354;4,562655533;IJsselland Ziekenhuis - Capelle aan de Ijsel;Capelle aan de Ijsel;IJsselland Ziekenhuis;3;Ja;332;;101103;71879;14893;13627;1900;;78;Nee;;;;;Ziekenhuis;;0,2;0,14;0,26;0,26;0,07;0,07;0,24;1,24;0,22;
51,9391541;4,5629011;IJsselland Ziekenhuis - Krimpen aan de Ijsel;Krimpen aan de Ijsel;IJsselland Ziekenhuis;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,9800863;4,5839309;IJsselland Ziekenhuis - Nesselande Rotterdam;Rotterdam;IJsselland Ziekenhuis;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,88590746;4,493380329;Ikazia Ziekenhuis;Rotterdam;Ikazia Ziekenhuis;3;Ja;354;;85239;76729;12908;14818;2576;;110;Nee;;;;;Ziekenhuis;;0,2;0,16;0,28;0,2;0,08;0,11;0,34;1,38;0,26;https://www.ikazia.nl/
51,8488396;4,500395;Ikazia Ziekenhuis - Barendrecht;Barendrecht;Ikazia Ziekenhuis;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,8786562;4,60472;Ikazia Ziekenhuis - Ridderkerk-Slikkerveer;Ridderkerk;Ikazia Ziekenhuis;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,4125921;6,0536264;Isala - Heerde;Heerde;Isala Ziekenhuis;5;Nee;;;;;;;;;;Ja;;;;;Polikliniek;;;;;;;;;;;
52,55165993;5,919467185;Isala - Kampen;Kampen;Isala Ziekenhuis;5;Nee;;;;;;;;;;Ja;;;;;Polikliniek;;;;;;;;;;;
52,69010856;6,213260362;Isala - Meppel;Meppel;Isala Ziekenhuis;5;Nee;;;;;;;;;22;Ja;;Reggersweg;2;7943KC;Ziekenhuis;;;;;;;;;;;https://www.isala.nl/
52,7934462;6,120685;Isala - Steenwijk;Steenwijk;Isala Ziekenhuis;5;Nee;;;;;;;;;;Ja;;;;;Polikliniek;;;;;;;;;;;
52,51255304;6,124173971;Isala - Zwolle;Zwolle;Isala Ziekenhuis;5;Ja;1103;;223658;211445;32688;39466;6878;;103;Ja;;Dokter van Heesweg;2;8025AB;Ziekenhuis;;0,33;0,8;1;0,74;0,35;0,4;0,32;3,94;0,97;https://www.isala.nl/
52,1666613;4,4562762;Janssen Biologics B.V.;Leiden;Janssen;3;-;;;;;;;;;;Nee;;Einsteinweg;92;2333 CB;Farmaceut;;;;;;;;;;;https://www.janssen.com/
52,1655341;4,467082;Janssen Vaccines & Prevention B.V.;Leiden;Janssen;3;-;;;;;;;;;;Nee;;Archimedesweg;4-jun;2333 CN;Farmaceut;;;;;;;;;;;https://www.janssen.com/
51,5675471;4,7528726;Janssen-Cilag BV;Breda;Janssen;3;-;;;;;;;;;;Nee;;Graaf Engelbertlaan;75;4837 DS;Farmaceut;;;;;;;;;;;https://www.janssen.com/
51,5940047;5,3209513;Jeroen Bosch Ziekenhuis - Boxtel;Boxtel;Jeroen Bosch Ziekenhuis;4;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://jbz.nl
51,68519519;5,275868872;Jeroen Bosch Ziekenhuis - Den Bosch;Den Bosch;Jeroen Bosch Ziekenhuis;4;Ja;678;;153976;133309;28319;25362;4000;;101;Nee;;;;;Ziekenhuis;;0,27;0,44;0,58;0,63;0,2;0,21;0,31;2,63;0,61;https://jbz.nl
51,6903253;5,1440649;Jeroen Bosch Ziekenhuis - Drunen;Drunen;Jeroen Bosch Ziekenhuis;4;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,7136447;5,3703338;Jeroen Bosch Ziekenhuis - Rosmalen;Rosmalen;Jeroen Bosch Ziekenhuis;4;Nee;;;;;;;;;;Nee;;De Hoef;90;5242CN;Polikliniek;;;;;;;;;;;https://jbz.nl
52,1768323;5,4120377;Johnson & Johnson Medical Devices ;Amersfoort;Johnson&Johnson;1;-;;;;;;;;;;Nee;;Computerweg;14;3821 AB;Farmaceut;;;;;;;;;;;
51,936199;4,6001507;Kaakchirurgie Holland - Capelle aan de Ijssel;Capelle aan de Ijssel;Kaakchirurgie Holland;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9222412;4,4908144;Kaakchirurgie Holland - Rotterdam;Rotterdam;Kaakchirurgie Holland;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9177038;4,4033783;Kaakchirurgie Holland - Schiedam;Schiedam;Kaakchirurgie Holland;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,9092446;4,3409272;Kaakchirurgie Holland - Vlaardingen;Vlaardingen;Kaakchirurgie Holland;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
51,8161076;4,6401417;Kaakchirurgie Holland - Zwijndrecht;Zwijndrecht;Kaakchirurgie Holland;5;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,4968024;5,4741051;Kaakchirurgie Lelystad;Lelystad;Kaakchirurgie Lelystad;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
53,0276938;6,5706412;Keizer Kliniek - Assen;Assen;Keizer Kliniek;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0556329;4,3877438;Keizer Kliniek - Den Haag;Den Haag;Keizer Kliniek;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,122126;4,447323;Keizer Kliniek - Voorschoten;Voorschoten;Keizer Kliniek;3;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,2958228;4,7207766;Kite Pharma;Hoofddorp;Kite Pharma;1;-;;;;;;;;;;Nee;;Tufsteen;1A;2132 NT;Farmaceut;;;;;;;;;;;
52,5071496;5,4759529;Kroon Kliniek Lelystad;Lelystad;Kroon Kliniek Lelystad;1;-;;;;;;;;;;Nee;;;;;Private kliniek;;;;;;;;;;;
52,0680439;4,3529764;Lab West B.V.;'s Gravenhage;;0;-;;;;;;;;;;Nee;;Maanweg;174;2516 AB;Laboratorium;;;;;;;;;;;https://www.lab-west.nl/
52,2645387;6,7735783;Laboratorium Microbiologie Twente Achterhoek (Ziekenhuisgroep Twente);Hengelo;;0;-;;;;;;;;;;Nee;;Boerhaavelaan;59;7555 BB;Laboratorium;;;;;;;;;;;
52,0688799;4,499527;LangeLand Ziekenhuis;Zoetermeer;LangeLand Ziekenhuis;2;Ja;220;;67473;60096;6663;8720;6000;;33;Nee;;Toneellaan;1;2725NA;Ziekenhuis;;0,13;0,05;0,19;0,03;0,02;0,34;0,1;0,86;0,12;https://www.langeland.nl/
52,063806;4,4942167;LangeLand Ziekenhuis - Europaweg Zoetermeer;Zoetermeer;LangeLand Ziekenhuis;2;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
51,19182803;6,000559331;Laurentius Ziekenhuis;Roermond;Laurentius;1;Ja;271;;87802;87619;16527;11615;1691;;78;Nee;;;;;Ziekenhuis;;0,07;0,09;0,34;0,3;0,05;0,05;0,24;1,14;0,2;https://www.laurentiusziekenhuisroermond.nl
52,0372556;4,3314634;Leids Cytologisch en Pathologisch Laboratorium;Rijswijk;;0;-;;;;;;;;;;Nee;;Visseringlaan;25;2288 ER;Laboratorium;;;;;;;;;;;
52,16612192;4,477302693;Leids Universitair Medisch Centrum;Leiden;Leids Universitair Medisch Centrum;2;Ja;882;;97287;71253;17599;21236;8800;;319;Nee;;;;;Ziekenhuis;Academisch (NFU);0,13;0,61;0,25;0,33;0,15;0,52;1;3,01;0,71;https://www.lumc.nl/
52,1660506;4,4777927;Leids Universitair Medisch Centrum - Willen-Alexander Kinderziekenhuis;Leiden;Leids Universitair Medisch Centrum;2;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;
51,6851823;5,3559387;Luminex Corporation;Den Bosch;Luminex Corporation;1;-;;;;;;;;;;Nee;;Het Zuiderkruis;1;5215 MV;Farmaceut;;;;;;;;;;;
51,87947576;4,535417681;Maasstad Ziekenhuis;Rotterdam;Maasstad Ziekenhuis;1;Ja;646;;132820;107022;19802;24570;3500;;108;Nee;;Maasstadweg;21;3079DZ;Ziekenhuis;Top klinisch (Santeon);0,07;0,41;0,44;0,39;0,19;0,17;0,33;2,01;0,43;https://www.maasstadziekenhuis.nl/
50,83437204;5,713201904;Maastricht UMC+;Maastricht;Maastricht UMC+;1;Ja;695;;109404;90627;18483;22383;7000;;76;Nee;;P. Debyelaan;25;6229HX;Ziekenhuis;Academisch (NFU);0,07;0,45;0,36;0,36;0,16;0,4;0,23;2,03;0,44;https://www.mumc.nl/
51,6635586;5,9403546;Maasziekenhuis Pantein;Beugen/Boxmeer;Maasziekenhuis Pantein;1;Ja;168;;38815;37273;9687;7716;3500;130000;48;Nee;;Dokter Kopstraat;1;5835DV;Ziekenhuis;;0,07;0;0,07;0,12;0,01;0,17;0,15;0,58;0,04;https://www.maasziekenhuispantein.nl/
53,19171738;6,550824786;Martini Ziekenhuis;Groningen;Martini Ziekenhuis;1;Ja;625;;144511;123900;22372;23467;3220;;137;Nee;;Van Swietenplein;1;9728NT;Ziekenhuis;Top klinisch (Santeon);0,07;0,39;0,53;0,46;0,18;0,16;0,43;2,21;0,49;https://www.martiniziekenhuis.nl/
51,45435998;5,487878961;Maxima Medisch Centrum - Eindhoven;Eindhoven;Maxima Medisch Centrum;2;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.mmc.nl/
51,40575226;5,4195209;Maxima Medisch Centrum - Veldhoven;Veldhoven;Maxima Medisch Centrum;2;Ja;614;;124831;101841;16859;19511;3400;;236;Nee;;De Run;4600;5504DB;Ziekenhuis;;0,13;0,38;0,42;0,31;0,13;0,17;0,74;2,28;0,51;https://www.mmc.nl/
52,3909715;4,5418627;MDS BV - Haarlem;Haarlem;MDS;3;-;;;;;;;;;;Nee;;Waarderweg;39;2031 BN;Farmaceut;;;;;;;;;;;https://msd.nl/
52,17089166;5,369322495;Meander Medisch Centrum - Amersfoort;Amersfoort;Meander Medisch Centrum;6;Ja;556;;155623;132607;26960;21936;3265;;111;Nee;;Maatweg;3;3828NK;Ziekenhuis;;0,4;0,33;0,58;0,59;0,16;0,16;0,34;2,56;0,59;https://www.meandermc.nl
52,2146645;5,2768616;Meander Medisch Centrum - Baarn;Baarn;Meander Medisch Centrum;6;Nee;;;;;;;;;;Nee;;Molenweg;2;3743CM;Ziekenhuis;;;;;;;;;;;https://www.meandermc.nl
52,1238188;5,5771851;Meander Medisch Centrum - Barneveld;Barneveld;Meander Medisch Centrum;6;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,2441891;5,373096;Meander Medisch Centrum - Bunschoten;Bunschoten-Spakenburg;Meander Medisch Centrum;6;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,1315271;5,4288849;Meander Medisch Centrum - Leusen;Leusen;Meander Medisch Centrum;6;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
52,2233455;5,4925407;Meander Medisch Centrum - Nijkerk;Nijkerk;Meander Medisch Centrum;6;Nee;;;;;;;;;;Nee;;;;;Polikliniek;;;;;;;;;;;
53,16229627;5,429766818;Medisch Centrum Leeuwarden - Harlingen;Harlingen;Medisch Centrum Leeuwarden;2;Nee;;;;;;;;;;Nee;;;;;Ziekenhuis;;;;;;;;;;;https://www.mcl.nl
53,18913791;5,804265224;Medisch Centrum Leeuwarden - Leeuwarden;Leeuwarden;Medisch Centrum Leeuwarden;2;Ja;653;;174919;89420;21061;21925;3000;;82;Nee;;;;;Ziekenhuis;;0,13;0,42;0,35;0,43;0,16;0,14;0,25;1,88;0,4;https://www.mcl.nl/
52,21616911;6,89182256;Medisch Spectrum Twente - Enschede;Enschede;Medisch Spectrum Twente;3;Ja;528;;121268;101476;19787;23701;3000;264000;95;Nee;;Koningsplein;1;7512KZ;Ziekenhuis;Top klinisch (Santeon);0,2;0,31;0,41;0,39;0,18;0,14;0,29;1,93;0,41;https://www.mst.nl/
52,1600809;6,7530909;Medisch Spectrum Twente - Haaksbergen;Haaksbergen;Medisch Spectrum Twente;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;Top klinisch (Santeon);;;;;;;;;;
52,3082846;6,930961219;Medisch Spectrum Twente - Oldenzaal;Oldenzaal;Medisch Spectrum Twente;3;Nee;;;;;;;;;;Nee;;;;;Polikliniek;Top klinisch (Santeon);;;;;;;;;;https://www.mst.nl/
50,8574396;5,7163169;Medlab Dr. Stein;Maastricht;;0;-;;;;;;;;;;Nee;;Stadionplein;58;6225 XW;Laboratorium;;;;;;;;;;;
52,3537683;6,7193022;MEDLON B.V. - Almelo (Ziekenhuisgroep Twente);Almelo;MEDLON B.V.;2;-;;;;;;;;;;Nee;;Zilvermeeuw;1;7609 PP;Laboratorium;;;;;;;;;;;https://www.medlon.nl/
52,2163632;6,8932261;MEDLON B.V. - Enschede (Medisch Spectrum Twente);Enschede;MEDLON B.V.;2;-;;;;;;;;;;Nee;;Koningstraat;1;7512 KZ ;Laboratorium;;;;;;;;;;;https://www.medlon.nl/
52,2803605;4,7528774;Merck Healthcare;Schiphol-Rijk;Merck Group;2;-;;;;;;;;;;Nee;;Tupolevlaan;41-61;1119 NW;Farmaceut;;;;;;;;;;;
52,3041813;4,9527285;Merck Performance Materials;Amsterdam;Merck Group;2;-;;;;;;;;;;Nee;;Haarlerbergweg;21-223;1101 CH;Farmaceut;;;;;;;;;;;
51,5816646;4,7979638;Microvida - Breda (Amphia Ziekenhuis);Breda;Microvida;4;-;;;;;;;;;;Nee;;Molengracht;21;4818 CK;Laboratorium;;;;;;;;;;;https://www.microvida.nl/
51,5285912;4,4372332;Microvida - Roosendaal (Bravis Ziekenhuis);Roosendaal;Microvida;4;-;;;;;;;;;;Nee;;Boerhaavelaan;25;4708 AE;Laboratorium;;;;;;;;;;;https://www.microvida.nl/
51,3092882;3,858846;Microvida - Terneuzen (ZorgSaam Ziekenhuis);Terneuzen;Microvida;4;-;;;;;;;;;;Nee;;Vlietstraat ;10;4535 HA;Laboratorium;;;;;;;;;;;https://www.microvida.nl/
